99.9099901,400,30,26
89.575784,400,40,26
92.762131,400,50,26
100.0923979,400,60,26
90.1230211,400,70,26
90.7166529,400,80,26
90.5293388,400,90,26
83.7331691,500,30,26
82.9149399,500,40,26
82.206274,500,50,26
89.3595409,500,60,26
95.9988279,500,70,26
92.4367669,500,80,26
83.4154351,500,90,26
83.5423443,600,30,26
83.2421,600,40,26
80.970279,600,50,26
79.3192079,600,60,26
79.239989,600,70,26
79.2507288,600,80,26
79.9823141,600,90,26
72.929142,700,30,26
79.585912,700,40,26
73.5554302,700,50,26
74.2772584,700,60,26
78.6750801,700,70,26
77.623301,700,80,26
75.886188,700,90,26
74.6855838,800,30,26
75.201427,800,40,26
73.5335581,800,50,26
74.857621,800,60,26
73.930541,800,70,26
73.260978,800,80,26
73.4927659,800,90,26
73.0381019,900,30,26
74.3937297,900,40,26
71.5628722,900,50,26
76.301388,900,60,26
75.931973,900,70,26
73.791996,900,80,26
71.6392369,900,90,26
71.684339,1000,30,26
71.380693,1000,40,26
70.483532,1000,50,26
70.2465789,1000,60,26
71.1376569,1000,70,26
76.3003402,1000,80,26
73.4297512,1000,90,26
81.2850199,1500,60,26
84.3602049,1500,60,26
29.29178,700,60,24
25.0657649,700,60,24
